target_time_utc,target_time_local,turbine,p10,p50,p90,issue_date,horizon_h
2026-02-01T03:00:00Z,2026-02-01T08:00+05:00,plant,0.0102,0.1344,0.6235,2026-01-31,9
2026-02-01T04:00:00Z,2026-02-01T09:00+05:00,1,0.0100,0.1338,0.7266,2026-01-31,10
2026-02-01T04:00:00Z,2026-02-01T09:00+05:00,2,0.0120,0.1332,0.7262,2026-01-31,10
2026-02-01T04:00:00Z,2026-02-01T09:00+05:00,plant,0.0122,0.1332,0.7262,2026-01-31,10
2026-02-01T05:00:00Z,2026-02-01T10:00+05:00,1,0.0100,0.0738,0.5899,2026-01-31,11
2026-02-01T05:00:00Z,2026-02-01T10:00+05:00,2,0.0120,0.0732,0.5895,2026-01-31,11
2026-02-01T05:00:00Z,2026-02-01T10:00+05:00,plant,0.0122,0.0732,0.5895,2026-01-31,11
2026-02-01T06:00:00Z,2026-02-01T11:00+05:00,1,0.0100,0.0484,0.3980,2026-01-31,12
2026-02-01T06:00:00Z,2026-02-01T11:00+05:00,2,0.0095,0.0478,0.3976,2026-01-31,12
2026-02-01T06:00:00Z,2026-02-01T11:00+05:00,plant,0.0097,0.0478,0.3976,2026-01-31,12
2026-02-01T07:00:00Z,2026-02-01T12:00+05:00,1,0.0100,0.0594,0.3769,2026-01-31,13
2026-02-01T07:00:00Z,2026-02-01T12:00+05:00,2,0.0109,0.0588,0.3765,2026-01-31,13
2026-02-01T07:00:00Z,2026-02-01T12:00+05:00,plant,0.0114,0.0588,0.3765,2026-01-31,13
2026-02-01T08:00:00Z,2026-02-01T13:00+05:00,1,0.0100,0.1362,0.5109,2026-01-31,14
2026-02-01T08:00:00Z,2026-02-01T13:00+05:00,2,0.0117,0.1356,0.5106,2026-01-31,14
2026-02-01T08:00:00Z,2026-02-01T13:00+05:00,plant,0.0118,0.1356,0.5106,2026-01-31,14
2026-02-01T09:00:00Z,2026-02-01T14:00+05:00,1,0.0100,0.1643,0.5385,2026-01-31,15
2026-02-01T09:00:00Z,2026-02-01T14:00+05:00,2,0.0122,0.1638,0.5381,2026-01-31,15
2026-02-01T09:00:00Z,2026-02-01T14:00+05:00,plant,0.0123,0.1638,0.5381,2026-01-31,15
2026-02-01T10:00:00Z,2026-02-01T15:00+05:00,1,0.0100,0.1763,0.5693,2026-01-31,16
2026-02-01T10:00:00Z,2026-02-01T15:00+05:00,2,0.0122,0.1741,0.5689,2026-01-31,16
2026-02-01T10:00:00Z,2026-02-01T15:00+05:00,plant,0.0123,0.1741,0.5689,2026-01-31,16
2026-02-01T11:00:00Z,2026-02-01T16:00+05:00,1,0.0264,0.3543,0.8071,2026-01-31,17
2026-02-01T11:00:00Z,2026-02-01T16:00+05:00,2,0.0142,0.3521,0.8068,2026-01-31,17
2026-02-01T11:00:00Z,2026-02-01T16:00+05:00,plant,0.0143,0.3521,0.8068,2026-01-31,17
2026-02-01T12:00:00Z,2026-02-01T17:00+05:00,1,0.0169,0.2808,0.7663,2026-01-31,18
2026-02-01T12:00:00Z,2026-02-01T17:00+05:00,2,0.0109,0.2787,0.7659,2026-01-31,18
2026-02-01T12:00:00Z,2026-02-01T17:00+05:00,plant,0.0110,0.2787,0.7659,2026-01-31,18
2026-02-01T13:00:00Z,2026-02-01T18:00+05:00,1,0.0196,0.2985,0.7710,2026-01-31,19
2026-02-01T13:00:00Z,2026-02-01T18:00+05:00,2,0.0246,0.2964,0.7706,2026-01-31,19
2026-02-01T13:00:00Z,2026-02-01T18:00+05:00,plant,0.0247,0.2964,0.7706,2026-01-31,19
2026-02-01T14:00:00Z,2026-02-01T19:00+05:00,1,0.0301,0.3010,0.7710,2026-01-31,20
2026-02-01T14:00:00Z,2026-02-01T19:00+05:00,2,0.0183,0.2989,0.7706,2026-01-31,20
2026-02-01T14:00:00Z,2026-02-01T19:00+05:00,plant,0.0183,0.2989,0.7706,2026-01-31,20
2026-02-01T15:00:00Z,2026-02-01T20:00+05:00,1,0.0275,0.3156,0.8273,2026-01-31,21
2026-02-01T15:00:00Z,2026-02-01T20:00+05:00,2,0.0330,0.3134,0.8267,2026-01-31,21
2026-02-01T15:00:00Z,2026-02-01T20:00+05:00,plant,0.0312,0.3134,0.8267,2026-01-31,21
2026-02-01T16:00:00Z,2026-02-01T21:00+05:00,1,0.0301,0.3051,0.8615,2026-01-31,22
2026-02-01T16:00:00Z,2026-02-01T21:00+05:00,2,0.0316,0.3029,0.8609,2026-01-31,22
2026-02-01T16:00:00Z,2026-02-01T21:00+05:00,plant,0.0299,0.3029,0.8609,2026-01-31,22
2026-02-01T17:00:00Z,2026-02-01T22:00+05:00,1,0.0271,0.3092,0.8609,2026-01-31,23
2026-02-01T17:00:00Z,2026-02-01T22:00+05:00,2,0.0316,0.3071,0.8603,2026-01-31,23
2026-02-01T17:00:00Z,2026-02-01T22:00+05:00,plant,0.0299,0.3071,0.8603,2026-01-31,23
2026-02-01T18:00:00Z,2026-02-01T23:00+05:00,1,0.0275,0.2708,0.7695,2026-01-31,24
2026-02-01T18:00:00Z,2026-02-01T23:00+05:00,2,0.0196,0.2686,0.7691,2026-01-31,24
2026-02-01T18:00:00Z,2026-02-01T23:00+05:00,plant,0.0197,0.2686,0.7691,2026-01-31,24
2026-02-01T19:00:00Z,2026-02-02T00:00+05:00,1,0.0265,0.2299,0.8529,2026-02-01,1
2026-02-01T19:00:00Z,2026-02-02T00:00+05:00,2,0.0360,0.2287,0.8516,2026-02-01,1
2026-02-01T19:00:00Z,2026-02-02T00:00+05:00,plant,0.0344,0.2287,0.8516,2026-02-01,1
2026-02-01T20:00:00Z,2026-02-02T01:00+05:00,1,0.0216,0.3128,0.8909,2026-02-01,2
2026-02-01T20:00:00Z,2026-02-02T01:00+05:00,2,0.0530,0.3115,0.8896,2026-02-01,2
2026-02-01T20:00:00Z,2026-02-02T01:00+05:00,plant,0.0513,0.3115,0.8896,2026-02-01,2
2026-02-01T21:00:00Z,2026-02-02T02:00+05:00,1,0.0261,0.3394,0.8903,2026-02-01,3
2026-02-01T21:00:00Z,2026-02-02T02:00+05:00,2,0.0531,0.3382,0.8890,2026-02-01,3
2026-02-01T21:00:00Z,2026-02-02T02:00+05:00,plant,0.0514,0.3382,0.8890,2026-02-01,3
2026-02-01T22:00:00Z,2026-02-02T03:00+05:00,1,0.0265,0.2781,0.8111,2026-02-01,4
2026-02-01T22:00:00Z,2026-02-02T03:00+05:00,2,0.0468,0.2769,0.8098,2026-02-01,4
2026-02-01T22:00:00Z,2026-02-02T03:00+05:00,plant,0.0451,0.2769,0.8098,2026-02-01,4
2026-02-01T23:00:00Z,2026-02-02T04:00+05:00,1,0.0220,0.3015,0.8560,2026-02-01,5
2026-02-01T23:00:00Z,2026-02-02T04:00+05:00,2,0.0467,0.3003,0.8547,2026-02-01,5
2026-02-01T23:00:00Z,2026-02-02T04:00+05:00,plant,0.0450,0.3003,0.8547,2026-02-01,5
2026-02-02T00:00:00Z,2026-02-02T05:00+05:00,1,0.0465,0.3712,0.9195,2026-02-01,6
2026-02-02T00:00:00Z,2026-02-02T05:00+05:00,2,0.0556,0.3700,0.9179,2026-02-01,6
2026-02-02T00:00:00Z,2026-02-02T05:00+05:00,plant,0.0539,0.3700,0.9179,2026-02-01,6
2026-02-02T01:00:00Z,2026-02-02T06:00+05:00,1,0.0227,0.3441,0.9161,2026-02-01,7
2026-02-02T01:00:00Z,2026-02-02T06:00+05:00,2,0.0482,0.3428,0.9145,2026-02-01,7
2026-02-02T01:00:00Z,2026-02-02T06:00+05:00,plant,0.0465,0.3428,0.9145,2026-02-01,7
2026-02-02T02:00:00Z,2026-02-02T07:00+05:00,1,0.0231,0.2910,0.8787,2026-02-01,8
2026-02-02T02:00:00Z,2026-02-02T07:00+05:00,2,0.0418,0.2898,0.8771,2026-02-01,8
2026-02-02T02:00:00Z,2026-02-02T07:00+05:00,plant,0.0402,0.2898,0.8771,2026-02-01,8
2026-02-02T03:00:00Z,2026-02-02T08:00+05:00,1,0.0265,0.3366,0.9167,2026-02-01,9
2026-02-02T03:00:00Z,2026-02-02T08:00+05:00,2,0.0419,0.3360,0.9161,2026-02-01,9
2026-02-02T03:00:00Z,2026-02-02T08:00+05:00,plant,0.0402,0.3360,0.9161,2026-02-01,9
2026-02-02T04:00:00Z,2026-02-02T09:00+05:00,1,0.1240,0.4962,0.9632,2026-02-01,10
2026-02-02T04:00:00Z,2026-02-02T09:00+05:00,2,0.1414,0.4956,0.9625,2026-02-01,10
2026-02-02T04:00:00Z,2026-02-02T09:00+05:00,plant,0.1398,0.4956,0.9625,2026-02-01,10
2026-02-02T05:00:00Z,2026-02-02T10:00+05:00,1,0.0684,0.6291,0.9825,2026-02-01,11
2026-02-02T05:00:00Z,2026-02-02T10:00+05:00,2,0.0783,0.6285,0.9819,2026-02-01,11
2026-02-02T05:00:00Z,2026-02-02T10:00+05:00,plant,0.0766,0.6285,0.9819,2026-02-01,11
2026-02-02T06:00:00Z,2026-02-02T11:00+05:00,1,0.1234,0.7103,0.9374,2026-02-01,12
2026-02-02T06:00:00Z,2026-02-02T11:00+05:00,2,0.1473,0.7098,0.9368,2026-02-01,12
2026-02-02T06:00:00Z,2026-02-02T11:00+05:00,plant,0.1776,0.7098,0.9368,2026-02-01,12
2026-02-02T07:00:00Z,2026-02-02T12:00+05:00,1,0.1971,0.8190,0.9359,2026-02-01,13
2026-02-02T07:00:00Z,2026-02-02T12:00+05:00,2,0.1724,0.8172,0.9360,2026-02-01,13
2026-02-02T07:00:00Z,2026-02-02T12:00+05:00,plant,0.2026,0.8172,0.9360,2026-02-01,13
2026-02-02T08:00:00Z,2026-02-02T13:00+05:00,1,0.2511,0.8164,0.9359,2026-02-01,14
2026-02-02T08:00:00Z,2026-02-02T13:00+05:00,2,0.2467,0.8146,0.9360,2026-02-01,14
2026-02-02T08:00:00Z,2026-02-02T13:00+05:00,plant,0.2769,0.8146,0.9360,2026-02-01,14
2026-02-02T09:00:00Z,2026-02-02T14:00+05:00,1,0.2867,0.8591,0.9480,2026-02-01,15
2026-02-02T09:00:00Z,2026-02-02T14:00+05:00,2,0.3150,0.8573,0.9418,2026-02-01,15
2026-02-02T09:00:00Z,2026-02-02T14:00+05:00,plant,0.3453,0.8573,0.9426,2026-02-01,15
2026-02-02T10:00:00Z,2026-02-02T15:00+05:00,1,0.1585,0.6251,0.9359,2026-02-01,16
2026-02-02T10:00:00Z,2026-02-02T15:00+05:00,2,0.1745,0.6233,0.9360,2026-02-01,16
2026-02-02T10:00:00Z,2026-02-02T15:00+05:00,plant,0.1728,0.6233,0.9360,2026-02-01,16
2026-02-02T11:00:00Z,2026-02-02T16:00+05:00,1,0.1020,0.7031,0.9736,2026-02-01,17
2026-02-02T11:00:00Z,2026-02-02T16:00+05:00,2,0.0933,0.7010,0.9729,2026-02-01,17
2026-02-02T11:00:00Z,2026-02-02T16:00+05:00,plant,0.0916,0.7010,0.9729,2026-02-01,17
2026-02-02T12:00:00Z,2026-02-02T17:00+05:00,1,0.0169,0.2878,0.7566,2026-02-01,18
2026-02-02T12:00:00Z,2026-02-02T17:00+05:00,2,0.0111,0.2856,0.7562,2026-02-01,18
2026-02-02T12:00:00Z,2026-02-02T17:00+05:00,plant,0.0112,0.2856,0.7562,2026-02-01,18
2026-02-02T13:00:00Z,2026-02-02T18:00+05:00,1,0.0100,0.1251,0.4963,2026-02-01,19
2026-02-02T13:00:00Z,2026-02-02T18:00+05:00,2,0.0100,0.1229,0.4959,2026-02-01,19
2026-02-02T13:00:00Z,2026-02-02T18:00+05:00,plant,0.0102,0.1229,0.4959,2026-02-01,19
2026-02-02T14:00:00Z,2026-02-02T19:00+05:00,1,0.0100,0.0901,0.3528,2026-02-01,20
2026-02-02T14:00:00Z,2026-02-02T19:00+05:00,2,0.0110,0.0880,0.3525,2026-02-01,20
2026-02-02T14:00:00Z,2026-02-02T19:00+05:00,plant,0.0112,0.0880,0.3525,2026-02-01,20
2026-02-02T15:00:00Z,2026-02-02T20:00+05:00,1,0.0100,0.1012,0.4954,2026-02-01,21
2026-02-02T15:00:00Z,2026-02-02T20:00+05:00,2,0.0110,0.0991,0.4950,2026-02-01,21
2026-02-02T15:00:00Z,2026-02-02T20:00+05:00,plant,0.0112,0.0991,0.4950,2026-02-01,21
2026-02-02T16:00:00Z,2026-02-02T21:00+05:00,1,0.0100,0.0952,0.5160,2026-02-01,22
2026-02-02T16:00:00Z,2026-02-02T21:00+05:00,2,0.0086,0.0930,0.5156,2026-02-01,22
2026-02-02T16:00:00Z,2026-02-02T21:00+05:00,plant,0.0088,0.0930,0.5156,2026-02-01,22
2026-02-02T17:00:00Z,2026-02-02T22:00+05:00,1,0.0100,0.0542,0.3452,2026-02-01,23
2026-02-02T17:00:00Z,2026-02-02T22:00+05:00,2,0.0096,0.0520,0.3448,2026-02-01,23
2026-02-02T17:00:00Z,2026-02-02T22:00+05:00,plant,0.0098,0.0520,0.3448,2026-02-01,23
2026-02-02T18:00:00Z,2026-02-02T23:00+05:00,1,0.0100,0.0489,0.2688,2026-02-01,24
2026-02-02T18:00:00Z,2026-02-02T23:00+05:00,2,0.0095,0.0468,0.2684,2026-02-01,24
2026-02-02T18:00:00Z,2026-02-02T23:00+05:00,plant,0.0097,0.0468,0.2684,2026-02-01,24
2026-02-02T19:00:00Z,2026-02-03T00:00+05:00,1,0.0146,0.2120,0.6279,2026-02-02,1
2026-02-02T19:00:00Z,2026-02-03T00:00+05:00,2,0.0100,0.2108,0.6268,2026-02-02,1
2026-02-02T19:00:00Z,2026-02-03T00:00+05:00,plant,0.0102,0.2108,0.6268,2026-02-02,1
2026-02-02T20:00:00Z,2026-02-03T01:00+05:00,1,0.0180,0.2394,0.7569,2026-02-02,2
2026-02-02T20:00:00Z,2026-02-03T01:00+05:00,2,0.0312,0.2382,0.7558,2026-02-02,2
2026-02-02T20:00:00Z,2026-02-03T01:00+05:00,plant,0.0314,0.2382,0.7558,2026-02-02,2
2026-02-02T21:00:00Z,2026-02-03T02:00+05:00,1,0.0181,0.3155,0.8623,2026-02-02,3
2026-02-02T21:00:00Z,2026-02-03T02:00+05:00,2,0.0525,0.3143,0.8610,2026-02-02,3
2026-02-02T21:00:00Z,2026-02-03T02:00+05:00,plant,0.0508,0.3143,0.8610,2026-02-02,3
2026-02-02T22:00:00Z,2026-02-03T03:00+05:00,1,0.0177,0.3155,0.8560,2026-02-02,4
2026-02-02T22:00:00Z,2026-02-03T03:00+05:00,2,0.0525,0.3143,0.8547,2026-02-02,4
2026-02-02T22:00:00Z,2026-02-03T03:00+05:00,plant,0.0508,0.3143,0.8547,2026-02-02,4
2026-02-02T23:00:00Z,2026-02-03T04:00+05:00,1,0.0216,0.2724,0.8109,2026-02-02,5
2026-02-02T23:00:00Z,2026-02-03T04:00+05:00,2,0.0344,0.2711,0.8096,2026-02-02,5
2026-02-02T23:00:00Z,2026-02-03T04:00+05:00,plant,0.0327,0.2711,0.8096,2026-02-02,5
2026-02-03T00:00:00Z,2026-02-03T05:00+05:00,1,0.0100,0.0889,0.4824,2026-02-02,6
2026-02-03T00:00:00Z,2026-02-03T05:00+05:00,2,0.0095,0.0877,0.4810,2026-02-02,6
2026-02-03T00:00:00Z,2026-02-03T05:00+05:00,plant,0.0097,0.0877,0.4810,2026-02-02,6
2026-02-03T01:00:00Z,2026-02-03T06:00+05:00,1,0.0100,0.0218,0.1569,2026-02-02,7
2026-02-03T01:00:00Z,2026-02-03T06:00+05:00,2,0.0094,0.0213,0.1555,2026-02-02,7
2026-02-03T01:00:00Z,2026-02-03T06:00+05:00,plant,0.0097,0.0213,0.1555,2026-02-02,7
2026-02-03T02:00:00Z,2026-02-03T07:00+05:00,1,0.0100,0.0325,0.2813,2026-02-02,8
2026-02-03T02:00:00Z,2026-02-03T07:00+05:00,2,0.0094,0.0312,0.2799,2026-02-02,8
2026-02-03T02:00:00Z,2026-02-03T07:00+05:00,plant,0.0097,0.0312,0.2799,2026-02-02,8
2026-02-03T03:00:00Z,2026-02-03T08:00+05:00,1,0.0100,0.0528,0.2477,2026-02-02,9
2026-02-03T03:00:00Z,2026-02-03T08:00+05:00,2,0.0093,0.0522,0.2474,2026-02-02,9
2026-02-03T03:00:00Z,2026-02-03T08:00+05:00,plant,0.0096,0.0522,0.2474,2026-02-02,9
2026-02-03T04:00:00Z,2026-02-03T09:00+05:00,1,0.0100,0.0167,0.1533,2026-02-02,10
2026-02-03T04:00:00Z,2026-02-03T09:00+05:00,2,0.0091,0.0161,0.1538,2026-02-02,10
2026-02-03T04:00:00Z,2026-02-03T09:00+05:00,plant,0.0093,0.0161,0.1538,2026-02-02,10
2026-02-03T05:00:00Z,2026-02-03T10:00+05:00,1,0.0100,0.0459,0.2574,2026-02-02,11
2026-02-03T05:00:00Z,2026-02-03T10:00+05:00,2,0.0091,0.0456,0.2645,2026-02-02,11
2026-02-03T05:00:00Z,2026-02-03T10:00+05:00,plant,0.0092,0.0456,0.2645,2026-02-02,11
2026-02-03T06:00:00Z,2026-02-03T11:00+05:00,1,0.0194,0.1182,0.6158,2026-02-02,12
2026-02-03T06:00:00Z,2026-02-03T11:00+05:00,2,0.0123,0.1179,0.6163,2026-02-02,12
2026-02-03T06:00:00Z,2026-02-03T11:00+05:00,plant,0.0125,0.1179,0.6163,2026-02-02,12
2026-02-03T07:00:00Z,2026-02-03T12:00+05:00,1,0.0100,0.1187,0.5750,2026-02-02,13
2026-02-03T07:00:00Z,2026-02-03T12:00+05:00,2,0.0117,0.1170,0.5673,2026-02-02,13
2026-02-03T07:00:00Z,2026-02-03T12:00+05:00,plant,0.0118,0.1170,0.5673,2026-02-02,13
2026-02-03T08:00:00Z,2026-02-03T13:00+05:00,1,0.0100,0.0269,0.2535,2026-02-02,14
2026-02-03T08:00:00Z,2026-02-03T13:00+05:00,2,0.0092,0.0252,0.2458,2026-02-02,14
2026-02-03T08:00:00Z,2026-02-03T13:00+05:00,plant,0.0094,0.0252,0.2458,2026-02-02,14
2026-02-03T09:00:00Z,2026-02-03T14:00+05:00,1,0.0100,0.0410,0.2597,2026-02-02,15
2026-02-03T09:00:00Z,2026-02-03T14:00+05:00,2,0.0092,0.0393,0.2520,2026-02-02,15
2026-02-03T09:00:00Z,2026-02-03T14:00+05:00,plant,0.0094,0.0393,0.2520,2026-02-02,15
2026-02-03T10:00:00Z,2026-02-03T15:00+05:00,1,0.0100,0.0282,0.1280,2026-02-02,16
2026-02-03T10:00:00Z,2026-02-03T15:00+05:00,2,0.0092,0.0265,0.1203,2026-02-02,16
2026-02-03T10:00:00Z,2026-02-03T15:00+05:00,plant,0.0095,0.0265,0.1203,2026-02-02,16
2026-02-03T11:00:00Z,2026-02-03T16:00+05:00,1,0.0100,0.0711,0.1978,2026-02-02,17
2026-02-03T11:00:00Z,2026-02-03T16:00+05:00,2,0.0097,0.0708,0.2050,2026-02-02,17
2026-02-03T11:00:00Z,2026-02-03T16:00+05:00,plant,0.0099,0.0708,0.2050,2026-02-02,17
2026-02-03T12:00:00Z,2026-02-03T17:00+05:00,1,0.0100,0.1246,0.3725,2026-02-02,18
2026-02-03T12:00:00Z,2026-02-03T17:00+05:00,2,0.0098,0.1243,0.3729,2026-02-02,18
2026-02-03T12:00:00Z,2026-02-03T17:00+05:00,plant,0.0099,0.1243,0.3729,2026-02-02,18
2026-02-03T13:00:00Z,2026-02-03T18:00+05:00,1,0.0147,0.2497,0.7179,2026-02-02,19
2026-02-03T13:00:00Z,2026-02-03T18:00+05:00,2,0.0135,0.2494,0.7183,2026-02-02,19
2026-02-03T13:00:00Z,2026-02-03T18:00+05:00,plant,0.0135,0.2494,0.7183,2026-02-02,19
2026-02-03T14:00:00Z,2026-02-03T19:00+05:00,1,0.0641,0.3898,0.8454,2026-02-02,20
2026-02-03T14:00:00Z,2026-02-03T19:00+05:00,2,0.0530,0.3895,0.8482,2026-02-02,20
2026-02-03T14:00:00Z,2026-02-03T19:00+05:00,plant,0.0531,0.3895,0.8482,2026-02-02,20
2026-02-03T15:00:00Z,2026-02-03T20:00+05:00,1,0.0698,0.3801,0.8334,2026-02-02,21
2026-02-03T15:00:00Z,2026-02-03T20:00+05:00,2,0.0586,0.3798,0.8344,2026-02-02,21
2026-02-03T15:00:00Z,2026-02-03T20:00+05:00,plant,0.0586,0.3798,0.8344,2026-02-02,21
2026-02-03T16:00:00Z,2026-02-03T21:00+05:00,1,0.0174,0.3017,0.8446,2026-02-02,22
2026-02-03T16:00:00Z,2026-02-03T21:00+05:00,2,0.0288,0.3014,0.8456,2026-02-02,22
2026-02-03T16:00:00Z,2026-02-03T21:00+05:00,plant,0.0288,0.3014,0.8456,2026-02-02,22
2026-02-03T17:00:00Z,2026-02-03T22:00+05:00,1,0.0174,0.2899,0.8352,2026-02-02,23
2026-02-03T17:00:00Z,2026-02-03T22:00+05:00,2,0.0288,0.2896,0.8363,2026-02-02,23
2026-02-03T17:00:00Z,2026-02-03T22:00+05:00,plant,0.0288,0.2896,0.8363,2026-02-02,23
2026-02-03T18:00:00Z,2026-02-03T23:00+05:00,1,0.0120,0.2010,0.6854,2026-02-02,24
2026-02-03T18:00:00Z,2026-02-03T23:00+05:00,2,0.0106,0.2007,0.6859,2026-02-02,24
2026-02-03T18:00:00Z,2026-02-03T23:00+05:00,plant,0.0106,0.2007,0.6859,2026-02-02,24
2026-02-03T19:00:00Z,2026-02-04T00:00+05:00,1,0.0131,0.2100,0.6928,2026-02-03,1
2026-02-03T19:00:00Z,2026-02-04T00:00+05:00,2,0.0099,0.2091,0.7004,2026-02-03,1
2026-02-03T19:00:00Z,2026-02-04T00:00+05:00,plant,0.0100,0.2091,0.7004,2026-02-03,1
2026-02-03T20:00:00Z,2026-02-04T01:00+05:00,1,0.0648,0.3221,0.8174,2026-02-03,2
2026-02-03T20:00:00Z,2026-02-04T01:00+05:00,2,0.0570,0.3212,0.8184,2026-02-03,2
2026-02-03T20:00:00Z,2026-02-04T01:00+05:00,plant,0.0572,0.3212,0.8184,2026-02-03,2
2026-02-03T21:00:00Z,2026-02-04T02:00+05:00,1,0.0134,0.2206,0.7490,2026-02-03,3
2026-02-03T21:00:00Z,2026-02-04T02:00+05:00,2,0.0102,0.2197,0.7500,2026-02-03,3
2026-02-03T21:00:00Z,2026-02-04T02:00+05:00,plant,0.0103,0.2197,0.7500,2026-02-03,3
2026-02-03T22:00:00Z,2026-02-04T03:00+05:00,1,0.0216,0.2140,0.7411,2026-02-03,4
2026-02-03T22:00:00Z,2026-02-04T03:00+05:00,2,0.0126,0.2130,0.7488,2026-02-03,4
2026-02-03T22:00:00Z,2026-02-04T03:00+05:00,plant,0.0127,0.2130,0.7488,2026-02-03,4
2026-02-03T23:00:00Z,2026-02-04T04:00+05:00,1,0.0134,0.1856,0.7166,2026-02-03,5
2026-02-03T23:00:00Z,2026-02-04T04:00+05:00,2,0.0102,0.1847,0.7176,2026-02-03,5
2026-02-03T23:00:00Z,2026-02-04T04:00+05:00,plant,0.0103,0.1847,0.7176,2026-02-03,5
2026-02-04T00:00:00Z,2026-02-04T05:00+05:00,1,0.0460,0.3671,0.8782,2026-02-03,6
2026-02-04T00:00:00Z,2026-02-04T05:00+05:00,2,0.0342,0.3661,0.8806,2026-02-03,6
2026-02-04T00:00:00Z,2026-02-04T05:00+05:00,plant,0.0343,0.3661,0.8806,2026-02-03,6
2026-02-04T01:00:00Z,2026-02-04T06:00+05:00,1,0.0134,0.2238,0.8164,2026-02-03,7
2026-02-04T01:00:00Z,2026-02-04T06:00+05:00,2,0.0126,0.2228,0.8172,2026-02-03,7
2026-02-04T01:00:00Z,2026-02-04T06:00+05:00,plant,0.0127,0.2228,0.8172,2026-02-03,7
2026-02-04T02:00:00Z,2026-02-04T07:00+05:00,1,0.0217,0.2723,0.8164,2026-02-03,8
2026-02-04T02:00:00Z,2026-02-04T07:00+05:00,2,0.0202,0.2713,0.8172,2026-02-03,8
2026-02-04T02:00:00Z,2026-02-04T07:00+05:00,plant,0.0203,0.2713,0.8172,2026-02-03,8
2026-02-04T03:00:00Z,2026-02-04T08:00+05:00,1,0.0217,0.2477,0.8128,2026-02-03,9
2026-02-04T03:00:00Z,2026-02-04T08:00+05:00,2,0.0180,0.2474,0.8139,2026-02-03,9
2026-02-04T03:00:00Z,2026-02-04T08:00+05:00,plant,0.0181,0.2474,0.8139,2026-02-03,9
2026-02-04T04:00:00Z,2026-02-04T09:00+05:00,1,0.0525,0.3528,0.8484,2026-02-03,10
2026-02-04T04:00:00Z,2026-02-04T09:00+05:00,2,0.0385,0.3525,0.8495,2026-02-03,10
2026-02-04T04:00:00Z,2026-02-04T09:00+05:00,plant,0.0386,0.3525,0.8495,2026-02-03,10
2026-02-04T05:00:00Z,2026-02-04T10:00+05:00,1,0.0198,0.3528,0.8527,2026-02-03,11
