turbine_id,forecast_origin,target_time,lead_hours,power_prediction
1,2026-01-31 19:00:00+00:00,2026-02-01 17:00:00+00:00,23,0.434023680685775
1,2026-01-31 19:00:00+00:00,2026-02-01 18:00:00+00:00,24,0.42976335525298853
1,2026-01-31 19:00:00+00:00,2026-02-01 19:00:00+00:00,25,0.4176554497198191
1,2026-01-31 19:00:00+00:00,2026-02-01 20:00:00+00:00,26,0.4157601152914432
1,2026-01-31 19:00:00+00:00,2026-02-01 21:00:00+00:00,27,0.42705716535314464
1,2026-01-31 19:00:00+00:00,2026-02-01 22:00:00+00:00,28,0.4357742038371386
1,2026-01-31 19:00:00+00:00,2026-02-01 23:00:00+00:00,29,0.4165776964542031
1,2026-01-31 19:00:00+00:00,2026-02-02 00:00:00+00:00,30,0.41020738666097933
1,2026-01-31 19:00:00+00:00,2026-02-02 01:00:00+00:00,31,0.40351732050734507
1,2026-01-31 19:00:00+00:00,2026-02-02 02:00:00+00:00,32,0.4020557332322707
1,2026-01-31 19:00:00+00:00,2026-02-02 03:00:00+00:00,33,0.4013203225561139
1,2026-01-31 19:00:00+00:00,2026-02-02 04:00:00+00:00,34,0.41243389730733493
1,2026-01-31 19:00:00+00:00,2026-02-02 05:00:00+00:00,35,0.4136507240818707
1,2026-01-31 19:00:00+00:00,2026-02-02 06:00:00+00:00,36,0.41348929658220457
1,2026-01-31 19:00:00+00:00,2026-02-02 07:00:00+00:00,37,0.4230080392313591
1,2026-01-31 19:00:00+00:00,2026-02-02 08:00:00+00:00,38,0.43601162252819814
1,2026-01-31 19:00:00+00:00,2026-02-02 09:00:00+00:00,39,0.4422265372157978
1,2026-01-31 19:00:00+00:00,2026-02-02 10:00:00+00:00,40,0.4530319233758318
1,2026-01-31 19:00:00+00:00,2026-02-02 11:00:00+00:00,41,0.4572244002086375
1,2026-01-31 19:00:00+00:00,2026-02-02 12:00:00+00:00,42,0.4572868917955525
1,2026-01-31 19:00:00+00:00,2026-02-02 13:00:00+00:00,43,0.45360848501311507
1,2026-01-31 19:00:00+00:00,2026-02-02 14:00:00+00:00,44,0.449857297789483
1,2026-01-31 19:00:00+00:00,2026-02-02 15:00:00+00:00,45,0.4513353159255071
1,2026-01-31 19:00:00+00:00,2026-02-02 16:00:00+00:00,46,0.45440464244790724
1,2026-01-31 19:00:00+00:00,2026-02-02 17:00:00+00:00,47,0.4559078951344551
1,2026-01-31 19:00:00+00:00,2026-02-02 18:00:00+00:00,48,0.4441217566096009
2,2026-01-31 19:00:00+00:00,2026-01-31 19:00:00+00:00,1,0.29227022188788404
2,2026-01-31 19:00:00+00:00,2026-01-31 20:00:00+00:00,2,0.31941335093806716
2,2026-01-31 19:00:00+00:00,2026-01-31 21:00:00+00:00,3,0.34089291151611834
2,2026-01-31 19:00:00+00:00,2026-01-31 22:00:00+00:00,4,0.3458522147696676
2,2026-01-31 19:00:00+00:00,2026-01-31 23:00:00+00:00,5,0.35310134768011253
2,2026-01-31 19:00:00+00:00,2026-02-01 00:00:00+00:00,6,0.368728156860121
2,2026-01-31 19:00:00+00:00,2026-02-01 01:00:00+00:00,7,0.3683771969311713
2,2026-01-31 19:00:00+00:00,2026-02-01 02:00:00+00:00,8,0.37552120835137515
2,2026-01-31 19:00:00+00:00,2026-02-01 03:00:00+00:00,9,0.3726367161590149
2,2026-01-31 19:00:00+00:00,2026-02-01 04:00:00+00:00,10,0.37523040714668854
2,2026-01-31 19:00:00+00:00,2026-02-01 05:00:00+00:00,11,0.3907720629755739
2,2026-01-31 19:00:00+00:00,2026-02-01 06:00:00+00:00,12,0.41389520594009127
2,2026-01-31 19:00:00+00:00,2026-02-01 07:00:00+00:00,13,0.42009883747869814
2,2026-01-31 19:00:00+00:00,2026-02-01 08:00:00+00:00,14,0.4182825692830522
2,2026-01-31 19:00:00+00:00,2026-02-01 09:00:00+00:00,15,0.4142944073977269
2,2026-01-31 19:00:00+00:00,2026-02-01 10:00:00+00:00,16,0.41953276449704285
2,2026-01-31 19:00:00+00:00,2026-02-01 11:00:00+00:00,17,0.41587779097281197
2,2026-01-31 19:00:00+00:00,2026-02-01 12:00:00+00:00,18,0.4147125214710157
2,2026-01-31 19:00:00+00:00,2026-02-01 13:00:00+00:00,19,0.4196628616711411
2,2026-01-31 19:00:00+00:00,2026-02-01 14:00:00+00:00,20,0.43049117421718397
2,2026-01-31 19:00:00+00:00,2026-02-01 15:00:00+00:00,21,0.42396261589409373
2,2026-01-31 19:00:00+00:00,2026-02-01 16:00:00+00:00,22,0.4242598935511407
2,2026-01-31 19:00:00+00:00,2026-02-01 17:00:00+00:00,23,0.41947115240596466
2,2026-01-31 19:00:00+00:00,2026-02-01 18:00:00+00:00,24,0.4092890020592034
2,2026-01-31 19:00:00+00:00,2026-02-01 19:00:00+00:00,25,0.3998911366026404
2,2026-01-31 19:00:00+00:00,2026-02-01 20:00:00+00:00,26,0.40439873993776887
2,2026-01-31 19:00:00+00:00,2026-02-01 21:00:00+00:00,27,0.4142579638020001
2,2026-01-31 19:00:00+00:00,2026-02-01 22:00:00+00:00,28,0.4212819649262672
2,2026-01-31 19:00:00+00:00,2026-02-01 23:00:00+00:00,29,0.3990399941087328
2,2026-01-31 19:00:00+00:00,2026-02-02 00:00:00+00:00,30,0.3896618909263766
2,2026-01-31 19:00:00+00:00,2026-02-02 01:00:00+00:00,31,0.3846821725584985
2,2026-01-31 19:00:00+00:00,2026-02-02 02:00:00+00:00,32,0.3858718349941429
2,2026-01-31 19:00:00+00:00,2026-02-02 03:00:00+00:00,33,0.3816681847803792
2,2026-01-31 19:00:00+00:00,2026-02-02 04:00:00+00:00,34,0.38947756121277877
2,2026-01-31 19:00:00+00:00,2026-02-02 05:00:00+00:00,35,0.3871366039787249
2,2026-01-31 19:00:00+00:00,2026-02-02 06:00:00+00:00,36,0.38304403034594586
2,2026-01-31 19:00:00+00:00,2026-02-02 07:00:00+00:00,37,0.3955607522591443
2,2026-01-31 19:00:00+00:00,2026-02-02 08:00:00+00:00,38,0.41234981098779583
2,2026-01-31 19:00:00+00:00,2026-02-02 09:00:00+00:00,39,0.41715595187268883
2,2026-01-31 19:00:00+00:00,2026-02-02 10:00:00+00:00,40,0.42781031691367377
2,2026-01-31 19:00:00+00:00,2026-02-02 11:00:00+00:00,41,0.4303310651714221
2,2026-01-31 19:00:00+00:00,2026-02-02 12:00:00+00:00,42,0.4298235298572732
2,2026-01-31 19:00:00+00:00,2026-02-02 13:00:00+00:00,43,0.42849444409613024
2,2026-01-31 19:00:00+00:00,2026-02-02 14:00:00+00:00,44,0.42864012930953604
2,2026-01-31 19:00:00+00:00,2026-02-02 15:00:00+00:00,45,0.43132594145912373
2,2026-01-31 19:00:00+00:00,2026-02-02 16:00:00+00:00,46,0.43325149938226293
2,2026-01-31 19:00:00+00:00,2026-02-02 17:00:00+00:00,47,0.43200303254108524
2,2026-01-31 19:00:00+00:00,2026-02-02 18:00:00+00:00,48,0.4179958447829986
